# E (eV),Tr Ideal
142.161054,0.902933
142.171054,0.903013
142.181055,0.903093
142.191055,0.903172
142.201055,0.903252
142.211055,0.903332
142.221056,0.903412
142.231056,0.903491
142.241056,0.903562
142.251056,0.903633
142.261057,0.903704
142.271057,0.903774
142.281057,0.903845
142.291057,0.903916
142.301058,0.903999
142.311058,0.904076
142.321058,0.904152
142.331058,0.904229
142.341059,0.904305
142.351059,0.904382
142.361059,0.904458
142.371059,0.904535
142.381060,0.904601
142.391060,0.904665
142.401060,0.904730
142.411060,0.904795
142.421061,0.904859
142.431061,0.904924
142.441061,0.904988
142.451061,0.905042
142.461062,0.905092
142.471062,0.905143
142.481062,0.905194
142.491062,0.905244
142.501063,0.905295
142.511063,0.905345
142.521063,0.905386
142.531063,0.905423
142.541064,0.905470
142.551064,0.905525
142.561064,0.905579
142.571064,0.905628
142.581065,0.905668
142.591065,0.905709
142.601065,0.905749
142.611065,0.905790
142.621066,0.905828
142.631066,0.905853
142.641066,0.905877
142.651066,0.905901
142.661067,0.905925
142.671067,0.905949
142.681067,0.905960
142.691067,0.905967
142.701068,0.905975
142.711068,0.905985
142.721068,0.906004
142.731068,0.906015
142.741069,0.906027
142.751069,0.906038
142.761069,0.906050
142.771069,0.906042
142.781070,0.906032
142.791070,0.906022
142.801070,0.906012
142.811070,0.905997
142.821071,0.905963
142.831071,0.905928
142.841071,0.905893
142.851071,0.905859
142.861072,0.905810
142.871072,0.905747
142.881072,0.905685
142.891072,0.905622
142.901073,0.905564
142.911073,0.905500
142.921073,0.905431
142.931073,0.905363
142.941074,0.905294
142.951074,0.905225
142.961074,0.905120
142.971074,0.905015
142.981075,0.904910
142.991075,0.904787
143.001075,0.904647
143.011075,0.904508
143.021076,0.904368
143.031076,0.904194
143.041076,0.904020
143.051076,0.903847
143.061077,0.903653
143.071077,0.903430
143.081077,0.903239
143.091077,0.903024
143.101078,0.902795
143.111078,0.902567
143.121078,0.902303
143.131078,0.902016
143.141079,0.901729
143.151079,0.901413
143.161079,0.901078
143.171079,0.900743
143.181080,0.900375
143.191080,0.899974
143.201080,0.899573
143.211080,0.899133
143.221081,0.898638
143.231081,0.898142
143.241081,0.897628
143.251081,0.897085
143.261082,0.896542
143.271082,0.895894
143.281082,0.895247
143.291082,0.894532
143.301083,0.893789
143.311083,0.892996
143.321083,0.892130
143.331083,0.891220
143.341084,0.890258
143.351084,0.889250
143.361084,0.888061
143.371084,0.886844
143.381085,0.885584
143.391085,0.884193
143.401085,0.882720
143.411085,0.881093
143.421086,0.879429
143.431086,0.877343
143.441086,0.875216
143.451086,0.872986
143.461087,0.870574
143.471087,0.867911
143.481087,0.865017
143.491087,0.861520
143.501088,0.858024
143.511088,0.854028
143.521088,0.849960
143.531088,0.845450
143.541089,0.840132
143.551089,0.834191
143.561089,0.828264
143.571089,0.821255
143.581090,0.814088
143.591090,0.805682
143.601090,0.796928
143.611090,0.786721
143.621091,0.775983
143.631091,0.764546
143.641091,0.751813
143.651091,0.737968
143.661092,0.723351
143.671092,0.706718
143.681092,0.689738
143.691092,0.671294
143.701093,0.652209
143.711093,0.631002
143.721093,0.609741
143.731093,0.586328
143.741094,0.562346
143.751094,0.536785
143.761094,0.511158
143.771094,0.483479
143.781095,0.457428
143.791095,0.429894
143.801095,0.401150
143.811095,0.373431
143.821096,0.344737
143.831096,0.318978
143.841096,0.291305
143.851096,0.265634
143.861097,0.239386
143.871097,0.216179
143.881097,0.192913
143.891097,0.170845
143.901098,0.152027
143.911098,0.133185
143.921098,0.116661
143.931098,0.101201
143.941099,0.088308
143.951099,0.075352
143.961099,0.064304
143.971099,0.054768
143.981100,0.046769
143.991100,0.039496
144.001100,0.033240
144.011100,0.028161
144.021101,0.023794
144.031101,0.019934
144.041101,0.016803
144.051101,0.014164
144.061102,0.011943
144.071102,0.010081
144.081102,0.008509
144.091102,0.007263
144.101103,0.006221
144.111103,0.005335
144.121103,0.004618
144.131103,0.004008
144.141104,0.003538
144.151104,0.003128
144.161104,0.002798
144.171104,0.002539
144.181105,0.002325
144.191105,0.002151
144.201105,0.002020
144.211105,0.001915
144.221106,0.001844
144.231106,0.001788
144.241106,0.001761
144.251106,0.001764
144.261107,0.001784
144.271107,0.001830
144.281107,0.001900
144.291107,0.002001
144.301108,0.002140
144.311108,0.002294
144.321108,0.002499
144.331108,0.002753
144.341109,0.003067
144.351109,0.003461
144.361109,0.003934
144.371109,0.004492
144.381110,0.005163
144.391110,0.005991
144.401110,0.006931
144.411110,0.008107
144.421111,0.009510
144.431111,0.011225
144.441111,0.013260
144.451111,0.015664
144.461112,0.018504
144.471112,0.021859
144.481112,0.025824
144.491112,0.030698
144.501113,0.036011
144.511113,0.042243
144.521113,0.049239
144.531113,0.057718
144.541114,0.067002
144.551114,0.077683
144.561114,0.088996
144.571114,0.102151
144.581115,0.116084
144.591115,0.131433
144.601115,0.147843
144.611115,0.166423
144.621116,0.184334
144.631116,0.205004
144.641116,0.225081
144.651116,0.248287
144.661117,0.270074
144.671117,0.291818
144.681117,0.315358
144.691117,0.338833
144.701118,0.363156
144.711118,0.385762
144.721118,0.409861
144.731118,0.431515
144.741119,0.452590
144.751119,0.475210
144.761119,0.495631
144.771119,0.515087
144.781120,0.534770
144.791120,0.553642
144.801120,0.569667
144.811120,0.587088
144.821121,0.602590
144.831121,0.616472
144.841121,0.630415
144.851121,0.643345
144.861122,0.655405
144.871122,0.666449
144.881122,0.677276
144.891122,0.686786
144.901123,0.695689
144.911123,0.704325
144.921123,0.712672
144.931123,0.719332
144.941124,0.726342
144.951124,0.732842
144.961124,0.738819
144.971124,0.744344
144.981125,0.749551
144.991125,0.754524
145.001125,0.758914
145.011125,0.763028
145.021126,0.767147
145.031126,0.771148
145.041126,0.774804
145.051126,0.778185
145.061127,0.781347
145.071127,0.784288
145.081127,0.787145
145.091127,0.790005
145.101128,0.792432
145.111128,0.794922
145.121128,0.797289
145.131128,0.799635
145.141129,0.801773
145.151129,0.803850
145.161129,0.805820
145.171129,0.807763
145.181130,0.809588
145.191130,0.811418
145.201130,0.813104
145.211130,0.814744
145.221131,0.816403
145.231131,0.817915
145.241131,0.819429
145.251131,0.820914
145.261132,0.822340
145.271132,0.823650
145.281132,0.824953
145.291132,0.826220
145.301133,0.827489
145.311133,0.828719
145.321133,0.829893
145.331133,0.831069
145.341134,0.832186
145.351134,0.833248
145.361134,0.834311
145.371134,0.835344
145.381135,0.836366
145.391135,0.837390
145.401135,0.838358
145.411135,0.839320
145.421136,0.840200
145.431136,0.841076
145.441136,0.841914
145.451136,0.842753
145.461137,0.843593
145.471137,0.844427
145.481137,0.845245
145.491137,0.846065
145.501138,0.846822
145.511138,0.847522
145.521138,0.848224
145.531138,0.848927
145.541139,0.849630
145.551139,0.850322
145.561139,0.851008
145.571139,0.851696
145.581140,0.852383
145.591140,0.853033
145.601140,0.853633
145.611140,0.854234
145.621141,0.854835
145.631141,0.855437
145.641141,0.856003
145.651141,0.856562
145.661142,0.857122
145.671142,0.857682
145.681142,0.858243
145.691142,0.858792
145.701143,0.859278
145.711143,0.859766
145.721143,0.860253
145.731143,0.860737
145.741144,0.861212
145.751144,0.861689
145.761144,0.862165
145.771144,0.862642
145.781145,0.863108
145.791145,0.863567
145.801145,0.864027
145.811145,0.864487
145.821146,0.864947
145.831146,0.865357
145.841146,0.865748
145.851146,0.866139
145.861147,0.866531
145.871147,0.866922
145.881147,0.867306
145.891147,0.867691
145.901148,0.868076
145.911148,0.868461
145.921148,0.868841
145.931148,0.869215
145.941149,0.869589
145.951149,0.869963
145.961149,0.870328
145.971149,0.870658
145.981150,0.870984
145.991150,0.871300
146.001150,0.871616
146.011150,0.871933
146.021151,0.872249
146.031151,0.872566
146.041151,0.872875
146.051151,0.873180
146.061152,0.873486
146.071152,0.873791
146.081152,0.874097
146.091152,0.874402
146.101153,0.874699
146.111153,0.874994
146.121153,0.875290
146.131153,0.875586
146.141154,0.875881
146.151154,0.876175
146.161154,0.876450
146.171154,0.876704
146.181155,0.876959
146.191155,0.877214
146.201155,0.877469
146.211155,0.877721
146.221156,0.877969
146.231156,0.878217
146.241156,0.878466
146.251156,0.878714
146.261157,0.878963
146.271157,0.879211
146.281157,0.879459
146.291157,0.879694
146.301158,0.879929
146.311158,0.880164
146.321158,0.880399
146.331158,0.880634
146.341159,0.880869
146.351159,0.881104
146.361159,0.881326
146.371159,0.881529
146.381160,0.881733
146.391160,0.881936
146.401160,0.882140
146.411160,0.882343
146.421161,0.882547
146.431161,0.882750
146.441161,0.882947
146.451161,0.883141
146.461162,0.883336
146.471162,0.883531
146.481162,0.883725
146.491162,0.883920
146.501163,0.884115
146.511163,0.884308
146.521163,0.884496
146.531163,0.884683
146.541164,0.884871
146.551164,0.885059
146.561164,0.885246
146.571164,0.885434
146.581165,0.885622
146.591165,0.885809
146.601165,0.885989
146.611165,0.886169
146.621166,0.886338
146.631166,0.886504
146.641166,0.886670
146.651166,0.886836
146.661167,0.887000
146.671167,0.887159
146.681167,0.887318
146.691167,0.887477
146.701168,0.887636
146.711168,0.887793
146.721168,0.887950
146.731168,0.888106
146.741169,0.888263
146.751169,0.888419
146.761169,0.888571
146.771169,0.888717
146.781170,0.888864
146.791170,0.889010
146.801170,0.889156
146.811170,0.889303
146.821171,0.889448
146.831171,0.889585
146.841171,0.889723
146.851171,0.889860
146.861172,0.889998
146.871172,0.890136
146.881172,0.890273
146.891172,0.890402
146.901173,0.890530
146.911173,0.890657
146.921173,0.890785
146.931173,0.890913
146.941174,0.891041
146.951174,0.891162
146.961174,0.891278
146.971174,0.891395
146.981175,0.891511
146.991175,0.891628
147.001175,0.891745
147.011175,0.891858
147.021176,0.891964
147.031176,0.892069
147.041176,0.892175
147.051176,0.892281
147.061177,0.892380
147.071177,0.892474
147.081177,0.892568
147.091177,0.892663
147.101178,0.892757
147.111178,0.892839
147.121178,0.892921
147.131178,0.893002
147.141179,0.893083
147.151179,0.893161
147.161179,0.893227
147.171179,0.893292
147.181180,0.893358
147.191180,0.893424
147.201180,0.893482
147.211180,0.893547
147.221181,0.893621
147.231181,0.893688
147.241181,0.893746
147.251181,0.893804
147.261182,0.893861
147.271182,0.893905
147.281182,0.893943
147.291182,0.893981
147.301183,0.894019
147.311183,0.894033
147.321183,0.894047
147.331183,0.894061
147.341184,0.894067
147.351184,0.894056
147.361184,0.894046
147.371184,0.894021
147.381185,0.893984
147.391185,0.893950
147.401185,0.893918
147.411185,0.893881
147.421186,0.893843
147.431186,0.893767
147.441186,0.893690
147.451186,0.893604
147.461187,0.893483
147.471187,0.893349
147.481187,0.893197
147.491187,0.893014
147.501188,0.892805
147.511188,0.892565
147.521188,0.892312
147.531188,0.891998
147.541189,0.891678
147.551189,0.891300
147.561189,0.890875
147.571189,0.890424
147.581190,0.889891
147.591190,0.889298
147.601190,0.888645
147.611190,0.887904
147.621191,0.887057
147.631191,0.886092
147.641191,0.884992
147.651191,0.883871
147.661192,0.882492
147.671192,0.881087
147.681192,0.879381
147.691192,0.877460
147.701193,0.875495
147.711193,0.873160
147.721193,0.870602
147.731193,0.867836
147.741194,0.864556
147.751194,0.861237
147.761194,0.857433
147.771194,0.853063
147.781195,0.848302
147.791195,0.843565
147.801195,0.837809
147.811195,0.831545
147.821196,0.824900
147.831196,0.817496
147.841196,0.809873
147.851196,0.801043
147.861197,0.791733
147.871197,0.782346
147.881197,0.771701
147.891197,0.760326
147.901198,0.748674
147.911198,0.735174
147.921198,0.722118
147.931198,0.708435
147.941199,0.694148
147.951199,0.677448
147.961199,0.661570
147.971199,0.645047
147.981200,0.627522
147.991200,0.610730
148.001200,0.592993
148.011200,0.574292
148.021201,0.556492
148.031201,0.536677
148.041201,0.518696
148.051201,0.499416
148.061202,0.479890
148.071202,0.462243
148.081202,0.444350
148.091202,0.426198
148.101203,0.408396
148.111203,0.391173
148.121203,0.374222
148.131203,0.358007
148.141204,0.342667
148.151204,0.328306
148.161204,0.314566
148.171204,0.301381
148.181205,0.288723
148.191205,0.276845
148.201205,0.265476
148.211205,0.254876
148.221206,0.245318
148.231206,0.236340
148.241206,0.228453
148.251206,0.221548
148.261207,0.215157
148.271207,0.209054
148.281207,0.203862
148.291207,0.199180
148.301208,0.195430
148.311208,0.192331
148.321208,0.189840
148.331208,0.188088
148.341209,0.186819
148.351209,0.186091
148.361209,0.186213
148.371209,0.186872
148.381210,0.187985
148.391210,0.190076
148.401210,0.192661
148.411210,0.195836
148.421211,0.199812
148.431211,0.204117
148.441211,0.209546
148.451211,0.215417
148.461212,0.222048
148.471212,0.229067
148.481212,0.236977
148.491212,0.245682
148.501213,0.255340
148.511213,0.265287
148.521213,0.276786
148.531213,0.288401
148.541214,0.300503
148.551214,0.313157
148.561214,0.326771
148.571214,0.341449
148.581215,0.356513
148.591215,0.371849
148.601215,0.387844
148.611215,0.404281
148.621216,0.421314
148.631216,0.438055
148.641216,0.455366
148.651216,0.473688
148.661217,0.491925
148.671217,0.509192
148.681217,0.526441
148.691217,0.544047
148.701218,0.562395
148.711218,0.579128
148.721218,0.595860
148.731218,0.613455
148.741219,0.628871
148.751219,0.644725
148.761219,0.659632
148.771219,0.674030
148.781220,0.688733
148.791220,0.701954
148.801220,0.714009
148.811220,0.726378
148.821221,0.737517
148.831221,0.748699
148.841221,0.758281
148.851221,0.768065
148.861222,0.776820
148.871222,0.785156
148.881222,0.792456
148.891222,0.799505
148.901223,0.806075
148.911223,0.812172
148.921223,0.817280
148.931223,0.822414
148.941224,0.827036
148.951224,0.831262
148.961224,0.834893
148.971224,0.838177
148.981225,0.841243
148.991225,0.843995
149.001225,0.846350
149.011225,0.848410
149.021226,0.850232
149.031226,0.851765
149.041226,0.853041
149.051226,0.854002
149.061227,0.854738
149.071227,0.855224
149.081227,0.855474
149.091227,0.855486
149.101228,0.855266
149.111228,0.854763
149.121228,0.853895
149.131228,0.852782
149.141229,0.851410
149.151229,0.849748
149.161229,0.847539
149.171229,0.845083
149.181230,0.842356
149.191230,0.839190
149.201230,0.835444
149.211230,0.831435
149.221231,0.826521
149.231231,0.821459
149.241231,0.815486
149.251231,0.809071
149.261232,0.802020
149.271232,0.794194
149.281232,0.785717
149.291232,0.777266
149.301233,0.766992
149.311233,0.756181
149.321233,0.745227
149.331233,0.732542
149.341234,0.719767
149.351234,0.705363
149.361234,0.691074
149.371234,0.674983
149.381235,0.659374
149.391235,0.642237
149.401235,0.624384
149.411235,0.607184
149.421236,0.588676
149.431236,0.568490
149.441236,0.549466
149.451236,0.529707
149.461237,0.510154
149.471237,0.488953
149.481237,0.468559
149.491237,0.449164
149.501238,0.428233
149.511238,0.409224
149.521238,0.390039
149.531238,0.370385
149.541239,0.352999
149.551239,0.335112
149.561239,0.318029
149.571239,0.301326
149.581240,0.285537
149.591240,0.270603
149.601240,0.256475
149.611240,0.243084
149.621241,0.230393
149.631241,0.218459
149.641241,0.207178
149.651241,0.196480
149.661242,0.187541
149.671242,0.179103
149.681242,0.171304
149.691242,0.163887
149.701243,0.157324
149.711243,0.151345
149.721243,0.146483
149.731243,0.141900
149.741244,0.138060
149.751244,0.134875
149.761244,0.132063
149.771244,0.129990
149.781245,0.128356
149.791245,0.127269
149.801245,0.126606
149.811245,0.126664
149.821246,0.127062
149.831246,0.127984
149.841246,0.129601
149.851246,0.131584
149.861247,0.134042
149.871247,0.137364
149.881247,0.141072
149.891247,0.145368
149.901248,0.150190
149.911248,0.155840
149.921248,0.161974
149.931248,0.168892
149.941249,0.176600
149.951249,0.185003
149.961249,0.193794
149.971249,0.203217
149.981250,0.213903
149.991250,0.225084
150.001250,0.236675
150.011250,0.249449
150.021251,0.262912
150.031251,0.277011
150.041251,0.291859
150.051251,0.307502
150.061252,0.323606
150.071252,0.340468
150.081252,0.357762
150.091252,0.375510
150.101253,0.393919
150.111253,0.412442
150.121253,0.431472
150.131253,0.449792
150.141254,0.468655
150.151254,0.488182
150.161254,0.507756
150.171254,0.525644
150.181255,0.544153
150.191255,0.562744
150.201255,0.579856
150.211255,0.596661
150.221256,0.613599
150.231256,0.630357
150.241256,0.645385
150.251256,0.659684
150.261257,0.674270
150.271257,0.687941
150.281257,0.700699
150.291257,0.712898
150.301258,0.724373
150.311258,0.735066
150.321258,0.745632
150.331258,0.754919
150.341259,0.763519
150.351259,0.772123
150.361259,0.779609
150.371259,0.786787
150.381260,0.793478
150.391260,0.799423
150.401260,0.805325
150.411260,0.810434
150.421261,0.815089
150.431261,0.819631
150.441261,0.823730
150.451261,0.827305
150.461262,0.830842
150.471262,0.834009
150.481262,0.837022
150.491262,0.839698
150.501263,0.842115
150.511263,0.844588
150.521263,0.846722
150.531263,0.848719
150.541264,0.850478
150.551264,0.852127
150.561264,0.853784
150.571264,0.855390
150.581265,0.856744
150.591265,0.858004
150.601265,0.859216
150.611265,0.860309
150.621266,0.861400
150.631266,0.862490
150.641266,0.863459
150.651266,0.864424
150.661267,0.865246
150.671267,0.866051
150.681267,0.866853
150.691267,0.867624
150.701268,0.868368
150.711268,0.869096
150.721268,0.869736
150.731268,0.870371
150.741269,0.870964
150.751269,0.871555
150.761269,0.872125
150.771269,0.872684
150.781270,0.873234
150.791270,0.873765
150.801270,0.874296
150.811270,0.874780
150.821271,0.875253
150.831271,0.875713
150.841271,0.876133
150.851271,0.876549
150.861272,0.876966
150.871272,0.877378
150.881272,0.877786
150.891272,0.878179
150.901273,0.878559
150.911273,0.878939
150.921273,0.879319
150.931273,0.879713
150.941274,0.880044
150.951274,0.880369
150.961274,0.880694
150.971274,0.881004
150.981275,0.881311
150.991275,0.881617
151.001275,0.881924
151.011275,0.882225
151.021276,0.882526
151.031276,0.882827
151.041276,0.883124
151.051276,0.883392
151.061277,0.883645
151.071277,0.883898
151.081277,0.884150
151.091277,0.884397
151.101278,0.884645
151.111278,0.884892
151.121278,0.885134
151.131278,0.885367
151.141279,0.885600
151.151279,0.885833
151.161279,0.886067
151.171279,0.886300
151.181280,0.886523
151.191280,0.886746
151.201280,0.886962
151.211280,0.887160
151.221281,0.887353
151.231281,0.887537
151.241281,0.887722
151.251281,0.887907
151.261282,0.888092
151.271282,0.888274
151.281282,0.888456
151.291282,0.888638
151.301283,0.888820
151.311283,0.889001
151.321283,0.889174
151.331283,0.889348
151.341284,0.889521
151.351284,0.889694
151.361284,0.889867
151.371284,0.890041
151.381285,0.890209
151.391285,0.890378
151.401285,0.890546
151.411285,0.890715
151.421286,0.890876
151.431286,0.891023
151.441286,0.891162
151.451286,0.891298
151.461287,0.891435
151.471287,0.891571
151.481287,0.891708
151.491287,0.891844
151.501288,0.891979
151.511288,0.892113
151.521288,0.892247
151.531288,0.892381
151.541289,0.892515
151.551289,0.892649
151.561289,0.892780
151.571289,0.892907
151.581290,0.893035
151.591290,0.893162
151.601290,0.893290
151.611290,0.893418
151.621291,0.893544
151.631291,0.893669
151.641291,0.893793
151.651291,0.893917
151.661292,0.894042
151.671292,0.894166
151.681292,0.894291
151.691292,0.894415
151.701293,0.894540
151.711293,0.894661
151.721293,0.894762
151.731293,0.894863
151.741294,0.894963
151.751294,0.895061
151.761294,0.895158
151.771294,0.895256
151.781295,0.895354
151.791295,0.895451
151.801295,0.895549
151.811295,0.895647
151.821296,0.895744
151.831296,0.895842
151.841296,0.895938
151.851296,0.896033
151.861297,0.896128
151.871297,0.896224
151.881297,0.896319
151.891297,0.896414
151.901298,0.896509
151.911298,0.896605
151.921298,0.896700
151.931298,0.896793
151.941299,0.896885
151.951299,0.896976
151.961299,0.897067
151.971299,0.897159
151.981300,0.897250
151.991300,0.897341
152.001300,0.897433
152.011300,0.897524
152.021301,0.897615
152.031301,0.897705
152.041301,0.897795
152.051301,0.897885
152.061302,0.897975
152.071302,0.898064
152.081302,0.898154
152.091302,0.898244
152.101303,0.898334
152.111303,0.898424
152.121303,0.898497
152.131303,0.898570
152.141304,0.898643
152.151304,0.898716
152.161304,0.898789
152.171304,0.898862
152.181305,0.898935
152.191305,0.899008
152.201305,0.899081
152.211305,0.899154
152.221306,0.899226
152.231306,0.899298
152.241306,0.899370
152.251306,0.899442
152.261307,0.899514
152.271307,0.899586
152.281307,0.899658
152.291307,0.899730
152.301308,0.899801
152.311308,0.899871
152.321308,0.899941
152.331308,0.900011
152.341309,0.900081
152.351309,0.900151
152.361309,0.900221
152.371309,0.900291
152.381310,0.900361
152.391310,0.900431
152.401310,0.900501
152.411310,0.900571
152.421311,0.900641
152.431311,0.900711
152.441311,0.900779
152.451311,0.900846
152.461312,0.900914
152.471312,0.900982
152.481312,0.901050
152.491312,0.901117
152.501313,0.901185
152.511313,0.901253
152.521313,0.901312
152.531313,0.901371
152.541314,0.901430
152.551314,0.901489
152.561314,0.901547
152.571314,0.901605
152.581315,0.901661
152.591315,0.901718
152.601315,0.901775
152.611315,0.901832
152.621316,0.901889
152.631316,0.901945
152.641316,0.902002
152.651316,0.902059
152.661317,0.902116
152.671317,0.902173
152.681317,0.902229
152.691317,0.902286
152.701318,0.902342
152.711318,0.902398
152.721318,0.902453
152.731318,0.902509
152.741319,0.902564
152.751319,0.902620
152.761319,0.902676
152.771319,0.902731
152.781320,0.902787
152.791320,0.902842
152.801320,0.902898
152.811320,0.902954
152.821321,0.903009
152.831321,0.903064
152.841321,0.903118
152.851321,0.903172
152.861322,0.903227
152.871322,0.903281
152.881322,0.903335
152.891322,0.903389
152.901323,0.903444
152.911323,0.903498
152.921323,0.903552
152.931323,0.903607
152.941324,0.903661
152.951324,0.903715
152.961324,0.903769
152.971324,0.903824
152.981325,0.903878
152.991325,0.903932
153.001325,0.903986
153.011325,0.904040
153.021326,0.904094
153.031326,0.904148
153.041326,0.904202
153.051326,0.904256
153.061327,0.904300
153.071327,0.904345
153.081327,0.904390
153.091327,0.904434
153.101328,0.904479
153.111328,0.904523
153.121328,0.904568
153.131328,0.904613
153.141329,0.904657
153.151329,0.904702
153.161329,0.904747
153.171329,0.904791
153.181330,0.904835
153.191330,0.904879
153.201330,0.904922
153.211330,0.904966
153.221331,0.905009
153.231331,0.905053
153.241331,0.905096
153.251331,0.905140
153.261332,0.905184
153.271332,0.905227
153.281332,0.905271
153.291332,0.905314
153.301333,0.905358
153.311333,0.905402
153.321333,0.905445
153.331333,0.905489
153.341334,0.905532
153.351334,0.905576
153.361334,0.905619
153.371334,0.905661
153.381335,0.905704
153.391335,0.905747
153.401335,0.905790
153.411335,0.905833
153.421336,0.905875
153.431336,0.905918
153.441336,0.905961
153.451336,0.906004
153.461337,0.906047
153.471337,0.906090
153.481337,0.906132
153.491337,0.906175
153.501338,0.906218
153.511338,0.906261
153.521338,0.906304
153.531338,0.906346
153.541339,0.906389
153.551339,0.906431
153.561339,0.906473
153.571339,0.906516
153.581340,0.906558
153.591340,0.906601
153.601340,0.906643
153.611340,0.906685
153.621341,0.906728
153.631341,0.906770
153.641341,0.906813
153.651341,0.906855
153.661342,0.906898
153.671342,0.906940
153.681342,0.906982
153.691342,0.907025
153.701343,0.907067
153.711343,0.907109
153.721343,0.907150
153.731343,0.907192
153.741344,0.907233
153.751344,0.907275
153.761344,0.907317
153.771344,0.907358
153.781345,0.907400
153.791345,0.907441
153.801345,0.907483
153.811345,0.907525
153.821346,0.907566
153.831346,0.907608
153.841346,0.907649
153.851346,0.907691
153.861347,0.907733
153.871347,0.907774
153.881347,0.907816
153.891347,0.907857
153.901348,0.907898
153.911348,0.907939
153.921348,0.907980
153.931348,0.908021
153.941349,0.908062
153.951349,0.908103
153.961349,0.908138
153.971349,0.908172
153.981350,0.908207
153.991350,0.908242
154.001350,0.908276
154.011350,0.908311
154.021351,0.908346
154.031351,0.908380
154.041351,0.908415
154.051351,0.908449
154.061352,0.908484
154.071352,0.908519
154.081352,0.908553
154.091352,0.908587
154.101353,0.908621
154.111353,0.908655
154.121353,0.908689
154.131353,0.908724
154.141354,0.908758
154.151354,0.908792
154.161354,0.908826
154.171354,0.908860
154.181355,0.908894
154.191355,0.908928
154.201355,0.908962
154.211355,0.908996
154.221356,0.909030
154.231356,0.909065
154.241356,0.909099
154.251356,0.909133
154.261357,0.909167
154.271357,0.909201
154.281357,0.909235
154.291357,0.909269
154.301358,0.909303
154.311358,0.909338
154.321358,0.909372
154.331358,0.909406
154.341359,0.909440
154.351359,0.909474
154.361359,0.909508
154.371359,0.909542
154.381360,0.909575
154.391360,0.909609
154.401360,0.909643
154.411360,0.909676
154.421361,0.909710
154.431361,0.909743
154.441361,0.909777
154.451361,0.909810
154.461362,0.909844
154.471362,0.909877
154.481362,0.909911
154.491362,0.909944
154.501363,0.909978
154.511363,0.910012
154.521363,0.910045
154.531363,0.910079
154.541364,0.910112
154.551364,0.910146
154.561364,0.910179
154.571364,0.910213
154.581365,0.910246
154.591365,0.910280
154.601365,0.910314
154.611365,0.910347
154.621366,0.910381
154.631366,0.910414
154.641366,0.910448
154.651366,0.910481
154.661367,0.910515
154.671367,0.910548
154.681367,0.910581
154.691367,0.910614
154.701368,0.910647
154.711368,0.910680
154.721368,0.910713
154.731368,0.910746
154.741369,0.910779
154.751369,0.910812
154.761369,0.910845
154.771369,0.910878
154.781370,0.910911
154.791370,0.910945
154.801370,0.910978
154.811370,0.911011
154.821371,0.911044
154.831371,0.911077
154.841371,0.911110
154.851371,0.911143
154.861372,0.911176
154.871372,0.911209
154.881372,0.911242
154.891372,0.911275
154.901373,0.911309
154.911373,0.911342
154.921373,0.911375
154.931373,0.911408
154.941374,0.911441
154.951374,0.911474
154.961374,0.911506
154.971374,0.911539
154.981375,0.911571
154.991375,0.911604
155.001375,0.911637
155.011375,0.911669
155.021376,0.911702
155.031376,0.911734
155.041376,0.911767
155.051376,0.911800
155.061377,0.911832
155.071377,0.911863
155.081377,0.911893
155.091377,0.911923
155.101378,0.911953
155.111378,0.911983
155.121378,0.912012
155.131378,0.912042
155.141379,0.912072
155.151379,0.912102
155.161379,0.912131
155.171379,0.912161
155.181380,0.912191
155.191380,0.912221
155.201380,0.912251
155.211380,0.912280
155.221381,0.912310
155.231381,0.912340
155.241381,0.912369
155.251381,0.912399
155.261382,0.912428
155.271382,0.912457
155.281382,0.912487
155.291382,0.912516
155.301383,0.912545
155.311383,0.912575
155.321383,0.912604
155.331383,0.912633
155.341384,0.912663
155.351384,0.912692
155.361384,0.912722
155.371384,0.912751
155.381385,0.912780
155.391385,0.912810
155.401385,0.912839
155.411385,0.912868
155.421386,0.912898
155.431386,0.912927
155.441386,0.912956
155.451386,0.912986
155.461387,0.913015
155.471387,0.913044
155.481387,0.913073
155.491387,0.913102
155.501388,0.913131
155.511388,0.913160
155.521388,0.913188
155.531388,0.913217
155.541389,0.913246
155.551389,0.913275
155.561389,0.913304
155.571389,0.913333
155.581390,0.913361
155.591390,0.913390
155.601390,0.913419
155.611390,0.913448
155.621391,0.913477
155.631391,0.913506
155.641391,0.913534
155.651391,0.913563
155.661392,0.913592
155.671392,0.913621
155.681392,0.913650
155.691392,0.913679
155.701393,0.913708
155.711393,0.913736
155.721393,0.913765
155.731393,0.913794
155.741394,0.913823
155.751394,0.913852
155.761394,0.913880
155.771394,0.913909
155.781395,0.913937
155.791395,0.913966
155.801395,0.913994
155.811395,0.914023
155.821396,0.914051
155.831396,0.914080
155.841396,0.914109
155.851396,0.914137
155.861397,0.914165
155.871397,0.914193
155.881397,0.914221
155.891397,0.914249
155.901398,0.914277
155.911398,0.914305
155.921398,0.914333
155.931398,0.914361
155.941399,0.914389
155.951399,0.914418
155.961399,0.914446
155.971399,0.914474
155.981400,0.914502
155.991400,0.914529
156.001400,0.914557
156.011400,0.914584
156.021401,0.914612
156.031401,0.914640
156.041401,0.914667
156.051401,0.914695
156.061402,0.914722
156.071402,0.914750
156.081402,0.914778
156.091402,0.914805
156.101403,0.914833
156.111403,0.914860
156.121403,0.914888
156.131403,0.914914
